,countryname,countrycode,date_start,date_end,stay_home,stay_home_flag,announce,start,end,enforce,group,country_label,all_requ,gen_requ,tar_requ,all_reco,date_start_gen_req_min,check1,first_order,national_required,update_date,update_policy,update_scope,subcountry_first,recommendation_first
487,Spain,ESP,3/14/2020,5/26/2020,2_required_exceptions,1_general,3/14/2020,3/14/2020,5/9/2020,mandatory,treatment,t_ESP,TRUE,TRUE,FALSE,TRUE,3/14/2020,TRUE,TRUE,TRUE,,,,FALSE,FALSE
488,Spain,ESP,5/27/2020,5/31/2020,1_recommended,1_general,3/14/2020,3/14/2020,5/9/2020,mandatory,treatment,t_ESP,TRUE,TRUE,FALSE,TRUE,3/14/2020,TRUE,TRUE,TRUE,,,,FALSE,FALSE
433,Rwanda,RWA,1/1/2020,3/20/2020,0_no_measures,missing,3/21/2020,3/21/2020,4/30/2020,mandatory,treatment,t_RWA,TRUE,TRUE,FALSE,TRUE,3/21/2020,TRUE,TRUE,,,,,,
168,Ethiopia,ETH,4/8/2020,5/31/2020,1_recommended,1_general,3/31/2020,3/31/2020,4/14/2020,mandatory,treatment,t_ETH,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,missing,,,,,
178,France,FRA,3/17/2020,5/10/2020,2_required_exceptions,1_general,3/16/2020,3/17/2020,5/11/2020,mandatory,treatment,t_FRA,TRUE,TRUE,FALSE,TRUE,3/17/2020,TRUE,TRUE,TRUE,,,,FALSE,FALSE
436,San Marino,SMR,1/1/2020,3/7/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_SMR,TRUE,TRUE,FALSE,TRUE,4/10/2020,NA,NA,,,,,,
179,France,FRA,5/11/2020,5/31/2020,1_recommended,1_general,3/16/2020,3/17/2020,5/11/2020,mandatory,treatment,t_FRA,TRUE,TRUE,FALSE,TRUE,3/17/2020,TRUE,TRUE,TRUE,,,,FALSE,FALSE
548,United Kingdom,GBR,3/23/2020,5/12/2020,2_required_exceptions,1_general,3/23/2020,3/23/2020,5/9/2020,mandatory,treatment,t_GBR,TRUE,TRUE,FALSE,TRUE,3/23/2020,TRUE,TRUE,TRUE,,,,FALSE,FALSE
549,United Kingdom,GBR,5/13/2020,5/31/2020,1_recommended,1_general,3/23/2020,3/23/2020,5/9/2020,mandatory,treatment,t_GBR,TRUE,TRUE,FALSE,TRUE,3/23/2020,TRUE,TRUE,TRUE,,,,FALSE,FALSE
440,Saudi Arabia,SAU,1/1/2020,3/22/2020,0_no_measures,missing,,NA,,,control,c_SAU,TRUE,TRUE,TRUE,TRUE,3/23/2020,NA,NA,,,,,,
187,Georgia,GEO,3/9/2020,3/22/2020,1_recommended,1_general,3/30/2020,3/31/2020,4/21/2020,mandatory,treatment,t_GEO,TRUE,TRUE,TRUE,TRUE,3/26/2020,FALSE,FALSE,TRUE,,,,TRUE,TRUE
188,Georgia,GEO,3/23/2020,3/25/2020,2_required_exceptions,0_targeted,3/30/2020,3/31/2020,4/21/2020,mandatory,treatment,t_GEO,TRUE,TRUE,TRUE,TRUE,3/26/2020,FALSE,FALSE,TRUE,,,,TRUE,TRUE
189,Georgia,GEO,3/26/2020,3/30/2020,2_required_exceptions,1_general,3/30/2020,3/31/2020,4/21/2020,mandatory,treatment,t_GEO,TRUE,TRUE,TRUE,TRUE,3/26/2020,FALSE,FALSE,TRUE,,,,TRUE,TRUE
190,Georgia,GEO,3/31/2020,5/22/2020,3_required,1_general,3/30/2020,3/31/2020,4/21/2020,mandatory,treatment,t_GEO,TRUE,TRUE,TRUE,TRUE,3/26/2020,FALSE,FALSE,TRUE,,,,TRUE,TRUE
445,Senegal,SEN,1/1/2020,3/24/2020,0_no_measures,missing,,NA,,,control,c_SEN,TRUE,TRUE,FALSE,FALSE,3/25/2020,NA,NA,,,,,,
191,Georgia,GEO,5/23/2020,5/28/2020,1_recommended,1_general,3/30/2020,3/31/2020,4/21/2020,mandatory,treatment,t_GEO,TRUE,TRUE,TRUE,TRUE,3/26/2020,FALSE,FALSE,TRUE,,,,TRUE,TRUE
447,Serbia,SRB,1/1/2020,3/14/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_SRB,TRUE,TRUE,FALSE,TRUE,3/15/2020,NA,NA,,,,,,
192,Georgia,GEO,5/29/2020,5/31/2020,2_required_exceptions,0_targeted,3/30/2020,3/31/2020,4/21/2020,mandatory,treatment,t_GEO,TRUE,TRUE,TRUE,TRUE,3/26/2020,FALSE,FALSE,TRUE,,,,TRUE,TRUE
206,Greece,GRC,3/23/2020,5/29/2020,2_required_exceptions,1_general,3/22/2020,3/23/2020,5/4/2020,mandatory,treatment,t_GRC,TRUE,TRUE,FALSE,TRUE,3/23/2020,TRUE,TRUE,TRUE,,,,FALSE,FALSE
207,Greece,GRC,5/30/2020,5/31/2020,1_recommended,1_general,3/22/2020,3/23/2020,5/4/2020,mandatory,treatment,t_GRC,TRUE,TRUE,FALSE,TRUE,3/23/2020,TRUE,TRUE,TRUE,,,,FALSE,FALSE
451,Seychelles,SYC,1/1/2020,4/7/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_SYC,TRUE,TRUE,FALSE,TRUE,4/8/2020,NA,NA,,,,,,
213,Guatemala,GTM,3/22/2020,5/31/2020,2_required_exceptions,1_general,5/22/2020,5/22/2020,5/25/2020,mandatory,treatment,t_GTM,TRUE,TRUE,FALSE,FALSE,3/22/2020,FALSE,FALSE,TRUE,,,,FALSE,FALSE
226,Hungary,HUN,3/12/2020,3/26/2020,1_recommended,1_general,3/27/2020,3/28/2020,4/29/2020,mandatory,treatment,t_HUN,TRUE,TRUE,TRUE,TRUE,3/27/2020,TRUE,TRUE,TRUE,,,,FALSE,TRUE
454,Sierra Leone,SLE,1/1/2020,4/4/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_SLE,TRUE,TRUE,FALSE,TRUE,4/5/2020,NA,NA,,,,,,
227,Hungary,HUN,3/27/2020,5/3/2020,2_required_exceptions,1_general,3/27/2020,3/28/2020,4/29/2020,mandatory,treatment,t_HUN,TRUE,TRUE,TRUE,TRUE,3/27/2020,TRUE,TRUE,TRUE,,,,FALSE,TRUE
228,Hungary,HUN,5/4/2020,5/17/2020,2_required_exceptions,0_targeted,3/27/2020,3/28/2020,4/29/2020,mandatory,treatment,t_HUN,TRUE,TRUE,TRUE,TRUE,3/27/2020,TRUE,TRUE,TRUE,,,,FALSE,TRUE
229,Hungary,HUN,5/18/2020,5/31/2020,1_recommended,1_general,3/27/2020,3/28/2020,4/29/2020,mandatory,treatment,t_HUN,TRUE,TRUE,TRUE,TRUE,3/27/2020,TRUE,TRUE,TRUE,,,,FALSE,TRUE
232,India,IND,1/26/2020,3/21/2020,1_recommended,0_targeted,3/24/2020,3/25/2020,5/31/2020,mandatory,treatment,t_IND,TRUE,TRUE,TRUE,TRUE,3/22/2020,FALSE,FALSE,TRUE,,,,TRUE,TRUE
233,India,IND,3/22/2020,3/22/2020,3_required,1_general,3/24/2020,3/25/2020,5/31/2020,mandatory,treatment,t_IND,TRUE,TRUE,TRUE,TRUE,3/22/2020,FALSE,FALSE,TRUE,,,,TRUE,TRUE
460,Singapore,SGP,1/1/2020,4/2/2020,0_no_measures,missing,,NA,,,control,c_SGP,TRUE,TRUE,FALSE,TRUE,4/8/2020,NA,NA,,,,,,
234,India,IND,3/23/2020,3/24/2020,3_required,0_targeted,3/24/2020,3/25/2020,5/31/2020,mandatory,treatment,t_IND,TRUE,TRUE,TRUE,TRUE,3/22/2020,FALSE,FALSE,TRUE,,,,TRUE,TRUE
235,India,IND,3/25/2020,5/3/2020,3_required,1_general,3/24/2020,3/25/2020,5/31/2020,mandatory,treatment,t_IND,TRUE,TRUE,TRUE,TRUE,3/22/2020,FALSE,FALSE,TRUE,,,,TRUE,TRUE
463,Slovak Republic,SVK,1/1/2020,3/11/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_SVK,TRUE,TRUE,FALSE,TRUE,4/8/2020,NA,NA,,,,,,
236,India,IND,5/4/2020,5/31/2020,2_required_exceptions,0_targeted,3/24/2020,3/25/2020,5/31/2020,mandatory,treatment,t_IND,TRUE,TRUE,TRUE,TRUE,3/22/2020,FALSE,FALSE,TRUE,,,,TRUE,TRUE
240,Iran,IRN,3/19/2020,5/31/2020,1_recommended,1_general,3/13/2020,3/14/2020,4/10/2020,mandatory,treatment,t_IRN,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,,,,FALSE,TRUE
242,Iraq,IRQ,3/13/2020,3/25/2020,2_required_exceptions,0_targeted,3/22/2020,3/22/2020,4/11/2020,mandatory,treatment,t_IRQ,TRUE,TRUE,TRUE,FALSE,3/26/2020,FALSE,FALSE,update,3/22/2020,2_required_exceptions,1_general,TRUE,FALSE
467,Slovenia,SVN,1/1/2020,3/13/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_SVN,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,,,,,,
243,Iraq,IRQ,3/26/2020,5/31/2020,2_required_exceptions,1_general,3/22/2020,3/22/2020,4/11/2020,mandatory,treatment,t_IRQ,TRUE,TRUE,TRUE,FALSE,3/26/2020,FALSE,FALSE,TRUE,,,,TRUE,FALSE
469,Slovenia,SVN,5/14/2020,5/31/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_SVN,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,,,,,,
470,Solomon Islands,SLB,1/1/2020,5/31/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_SLB,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,,,,,,
471,Somalia,SOM,1/1/2020,4/10/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_SOM,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,,,,,,
254,Italy,ITA,2/23/2020,3/9/2020,2_required_exceptions,0_targeted,3/9/2020,3/10/2020,5/3/2020,mandatory,treatment,t_ITA,TRUE,TRUE,TRUE,TRUE,3/10/2020,TRUE,TRUE,TRUE,,,,TRUE,FALSE
473,South Africa,ZAF,1/1/2020,3/25/2020,0_no_measures,missing,3/23/2020,3/26/2020,4/30/2020,mandatory,treatment,t_ZAF,TRUE,TRUE,FALSE,FALSE,3/26/2020,TRUE,TRUE,,,,,,
255,Italy,ITA,3/10/2020,3/19/2020,2_required_exceptions,1_general,3/9/2020,3/10/2020,5/3/2020,mandatory,treatment,t_ITA,TRUE,TRUE,TRUE,TRUE,3/10/2020,TRUE,TRUE,TRUE,,,,TRUE,FALSE
475,South Korea,KOR,1/1/2020,2/22/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_KOR,TRUE,TRUE,TRUE,TRUE,3/21/2020,NA,NA,,,,,,
256,Italy,ITA,3/20/2020,4/9/2020,3_required,1_general,3/9/2020,3/10/2020,5/3/2020,mandatory,treatment,t_ITA,TRUE,TRUE,TRUE,TRUE,3/10/2020,TRUE,TRUE,TRUE,,,,TRUE,FALSE
257,Italy,ITA,4/10/2020,5/3/2020,2_required_exceptions,1_general,3/9/2020,3/10/2020,5/3/2020,mandatory,treatment,t_ITA,TRUE,TRUE,TRUE,TRUE,3/10/2020,TRUE,TRUE,TRUE,,,,TRUE,FALSE
258,Italy,ITA,5/4/2020,5/31/2020,1_recommended,1_general,3/9/2020,3/10/2020,5/3/2020,mandatory,treatment,t_ITA,TRUE,TRUE,TRUE,TRUE,3/10/2020,TRUE,TRUE,TRUE,,,,TRUE,FALSE
479,South Korea,KOR,4/20/2020,5/28/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_KOR,TRUE,TRUE,TRUE,TRUE,3/21/2020,NA,NA,,,,,,
271,Jordan,JOR,3/18/2020,4/26/2020,3_required,1_general,3/20/2020,3/21/2020,3/24/2020,mandatory,treatment,t_JOR,TRUE,TRUE,FALSE,TRUE,3/18/2020,FALSE,FALSE,update,3/21/2020,3_required,,FALSE,FALSE
481,South Sudan,SSD,1/1/2020,3/23/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_SSD,TRUE,TRUE,TRUE,TRUE,5/7/2020,NA,NA,,,,,,
272,Jordan,JOR,4/27/2020,5/11/2020,2_required_exceptions,1_general,3/20/2020,3/21/2020,3/24/2020,mandatory,treatment,t_JOR,TRUE,TRUE,FALSE,TRUE,3/18/2020,FALSE,FALSE,TRUE,,,,FALSE,FALSE
273,Jordan,JOR,5/12/2020,5/31/2020,1_recommended,1_general,3/20/2020,3/21/2020,3/24/2020,mandatory,treatment,t_JOR,TRUE,TRUE,FALSE,TRUE,3/18/2020,FALSE,FALSE,TRUE,,,,FALSE,FALSE
275,Kazakhstan,KAZ,3/19/2020,5/10/2020,3_required,0_targeted,6/1/2020,6/5/2020,6/19/2020,mandatory,treatment,t_KAZ,TRUE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,,,,TRUE,FALSE
276,Kazakhstan,KAZ,5/11/2020,5/31/2020,2_required_exceptions,0_targeted,6/1/2020,6/5/2020,6/19/2020,mandatory,treatment,t_KAZ,TRUE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,,,,TRUE,FALSE
486,Spain,ESP,1/1/2020,3/13/2020,0_no_measures,missing,3/14/2020,3/14/2020,5/9/2020,mandatory,treatment,t_ESP,TRUE,TRUE,FALSE,TRUE,3/14/2020,TRUE,TRUE,,,,,,
285,Kuwait,KWT,3/22/2020,4/5/2020,2_required_exceptions,1_general,5/8/2020,5/10/2020,5/30/2020,mandatory,treatment,t_KWT,TRUE,TRUE,TRUE,FALSE,3/22/2020,FALSE,FALSE,TRUE,,,,FALSE,FALSE
